depth_range,frames,valid_pixels,mae_m,mae_cm,absrel_pct,delta1_pct,fps,peak_vram_gb
0-10m,1000,29303048,0.8344876391985955,83.44876391985954,10.978954265974835,95.00226051569788,2.3453921620962648,2.415170669555664
0-20m,1000,57609874,0.9669651656841248,96.69651656841248,9.511445499665069,95.49466641777414,2.3453921620962648,2.415170669555664
0-40m,1000,69169929,1.2221878029219795,122.21878029219795,9.431719569628537,95.0532333205084,2.3453921620962648,2.415170669555664
0-80m,1000,73109309,1.5187287383938206,151.87287383938207,9.596934744475815,94.4421099644096,2.3453921620962648,2.415170669555664
