depth_range,frames,valid_pixels,mae_m,mae_cm,absrel_pct,delta1_pct,fps,peak_vram_gb
0-3m,12,2272531,0.46060797382879004,46.060797382879,22.52670305978856,59.727106032876996,0.09210121646480451,3.346738815307617
0-6m,12,3283995,0.521584284092963,52.1584284092963,20.153324556357447,63.305303449000384,0.09210121646480451,3.346738815307617
0-10m,12,3484604,0.5464095547475344,54.64095547475344,19.81625435681572,64.07390911564126,0.09210121646480451,3.346738815307617
