dataset_index,image,depth_range,valid_pixels,mae_m,mae_cm,absrel_pct,delta1_pct,fps,peak_vram_gb,input_resolution,processed_resolution
31,2011_09_26_drive_0005_sync_image_0000000029_image_03.png,0-20m,37019,0.6632365280948332,66.32365280948332,5.756423744330104,99.05183824522543,2.4281940526015786,2.415170669555664,1216x352,1344x392
31,2011_09_26_drive_0005_sync_image_0000000029_image_03.png,0-40m,44616,1.11428533634747,111.42853363474701,6.493227783783909,98.34588488434642,2.4281940526015786,2.415170669555664,1216x352,1344x392
31,2011_09_26_drive_0005_sync_image_0000000029_image_03.png,0-80m,46799,1.3465572848513905,134.65572848513904,6.816252763572077,97.84824462061155,2.4281940526015786,2.415170669555664,1216x352,1344x392
32,2011_09_26_drive_0005_sync_image_0000000032_image_02.png,0-10m,12952,0.7376369382953702,73.76369382953702,9.635456637754164,99.16615194564547,2.4082029171030483,2.415170669555664,1216x352,1344x392
32,2011_09_26_drive_0005_sync_image_0000000032_image_02.png,0-20m,42658,0.7620970215820452,76.20970215820452,6.636456771679643,98.9474424492475,2.4082029171030483,2.415170669555664,1216x352,1344x392
32,2011_09_26_drive_0005_sync_image_0000000032_image_02.png,0-40m,51283,1.2442262042199403,124.42262042199404,7.330230794010471,98.05198603825829,2.4082029171030483,2.415170669555664,1216x352,1344x392
32,2011_09_26_drive_0005_sync_image_0000000032_image_02.png,0-80m,52819,1.3986281851654725,139.86281851654724,7.530951920323342,97.88523069350045,2.4082029171030483,2.415170669555664,1216x352,1344x392
33,2011_09_26_drive_0005_sync_image_0000000035_image_03.png,0-10m,18246,0.6769115725695715,67.69115725695714,8.782732705441937,99.46837663049436,2.4254836838977574,2.415170669555664,1216x352,1344x392
33,2011_09_26_drive_0005_sync_image_0000000035_image_03.png,0-20m,43524,0.6883292670701753,68.83292670701752,6.603911881833375,99.0189320834482,2.4254836838977574,2.415170669555664,1216x352,1344x392
33,2011_09_26_drive_0005_sync_image_0000000035_image_03.png,0-40m,52557,1.1923579421084132,119.23579421084132,7.310304382993104,98.08969309511578,2.4254836838977574,2.415170669555664,1216x352,1344x392
33,2011_09_26_drive_0005_sync_image_0000000035_image_03.png,0-80m,53553,1.2937612317468692,129.3761231746869,7.438108816826151,97.97770433028961,2.4254836838977574,2.415170669555664,1216x352,1344x392
34,2011_09_26_drive_0005_sync_image_0000000038_image_02.png,0-10m,23703,0.7244186950364616,72.44186950364616,9.354219466092841,99.35029321182972,2.4200394757464543,2.415170669555664,1216x352,1344x392
34,2011_09_26_drive_0005_sync_image_0000000038_image_02.png,0-20m,43918,0.7866582691335597,78.66582691335597,7.8578281238970735,99.02545653262898,2.4200394757464543,2.415170669555664,1216x352,1344x392
