dataset_index,depth_range,valid_pixels,mae_m,mae_cm,absrel_pct,delta1_pct,fps,peak_vram_gb,input_resolution,processed_resolution
57,0-6m,307200,0.1599188139194545,15.991881391945451,8.63989822804672,99.65266927083334,0.2777295454139021,3.3480396270751953,640x480,1344x1008
57,0-10m,307200,0.1599188139194545,15.991881391945451,8.63989822804672,99.65266927083334,0.2777295454139021,3.3480396270751953,640x480,1344x1008
58,0-3m,294328,0.21682832003091776,21.682832003091775,10.464868935467747,96.67955478241961,0.27446509840001204,3.3480396270751953,640x480,1344x1008
58,0-6m,307200,0.22038886575144714,22.038886575144716,10.436047872890114,96.80533854166666,0.27446509840001204,3.3480396270751953,640x480,1344x1008
58,0-10m,307200,0.22038886575144714,22.038886575144716,10.436047872890114,96.80533854166666,0.27446509840001204,3.3480396270751953,640x480,1344x1008
59,0-3m,281132,0.2103622917827361,21.03622917827361,10.996476954707706,97.18139521648193,0.2863302721190906,3.3480396270751953,640x480,1344x1008
59,0-6m,307200,0.21690010684115502,21.690010684115503,10.846281428835812,97.30696614583333,0.2863302721190906,3.3480396270751953,640x480,1344x1008
59,0-10m,307200,0.21690010684115502,21.690010684115503,10.846281428835812,97.30696614583333,0.2863302721190906,3.3480396270751953,640x480,1344x1008
60,0-3m,307200,0.20229918602582378,20.229918602582377,11.307008030606326,91.54427083333333,0.28836341449263947,3.3480396270751953,640x480,1344x1008
60,0-6m,307200,0.20229918602582378,20.229918602582377,11.307008030606326,91.54427083333333,0.28836341449263947,3.3480396270751953,640x480,1344x1008
60,0-10m,307200,0.20229918602582378,20.229918602582377,11.307008030606326,91.54427083333333,0.28836341449263947,3.3480396270751953,640x480,1344x1008
61,0-3m,307200,0.17149979465602277,17.14997946560228,10.11553456460616,98.25162760416667,0.2799315007625671,3.3480396270751953,640x480,1344x1008
61,0-6m,307200,0.17149979465602277,17.14997946560228,10.11553456460616,98.25162760416667,0.2799315007625671,3.3480396270751953,640x480,1344x1008
61,0-10m,307200,0.17149979465602277,17.14997946560228,10.11553456460616,98.25162760416667,0.2799315007625671,3.3480396270751953,640x480,1344x1008
62,0-3m,307200,0.31397768331187154,31.397768331187155,15.693732026182245,92.72721354166666,0.27518424272986675,3.3480396270751953,640x480,1344x1008
62,0-6m,307200,0.31397768331187154,31.397768331187155,15.693732026182245,92.72721354166666,0.27518424272986675,3.3480396270751953,640x480,1344x1008
